batch_timestamp,trial_num,hover_theme,delay_ms,stylesheet_ok,pixel_ok,checks_agree,actual_rgb,expected_rgb,fade_state_at_unhover,overlay_visible_at_unhover,fade_state_before_dismiss,overlay_visible_before_dismiss,fade_state_after_dismiss_call,overlay_visible_after_dismiss_call,fade_was_running_before_dismiss,applies_in_dismiss_window,applies_total_after_delay,fade_finished_count,dismiss_window_callers,unhover_call_duration_ms
2026-08-03T15:46:31.373453,93,Blindsight,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.12036401312798262
2026-08-03T15:46:33.493167,94,Blindsight,140,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.07041799835860729
2026-08-03T15:46:37.774595,95,Blindsight,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.11288598761893809
2026-08-03T15:46:41.273725,96,Blindsight,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.06243900861591101
2026-08-03T15:46:44.773573,97,Rose Code,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.09776800288818777
2026-08-03T15:46:48.174728,98,Rose Code,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.06387301255017519
2026-08-03T15:46:51.775347,99,Rose Code,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.11933999485336244
2026-08-03T15:46:53.827182,100,Rose Code,140,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.09327297448180616
2026-08-03T15:46:56.699022,101,Rose Code,140,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.05026301369071007
2026-08-03T15:47:00.779159,102,Rose Code,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0906409986782819
2026-08-03T15:47:04.175123,103,Slow Regard,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0731009931769222
2026-08-03T15:47:05.972494,104,Slow Regard,140,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.049969006795436144
2026-08-03T15:47:10.074822,105,Slow Regard,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.05524701555259526
2026-08-03T15:47:13.374010,106,Slow Regard,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07278600241988897
2026-08-03T15:47:16.674557,107,Slow Regard,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0755589862819761
2026-08-03T15:47:19.972639,108,Slow Regard,140,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.047043984523043036
2026-08-03T15:47:23.276660,109,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.1350090024061501
2026-08-03T15:47:26.672668,110,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.10474701412022114
2026-08-03T15:47:29.973223,111,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.10697700781747699
2026-08-03T15:47:33.276353,112,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07129498408176005
2026-08-03T15:47:36.673212,113,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07224400178529322
2026-08-03T15:47:40.073544,114,Blindsight,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.11604101746343076
2026-08-03T15:47:43.372290,115,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07340600132010877
2026-08-03T15:47:46.760703,116,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.09266901179216802
2026-08-03T15:47:50.073240,117,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0913440017029643
2026-08-03T15:47:53.373519,118,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07500199717469513
2026-08-03T15:47:56.672548,119,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0889719813130796
2026-08-03T15:47:59.973781,120,Rose Code,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0962530029937625
2026-08-03T15:48:02.030863,121,Slow Regard,170,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.0894100230652839
2026-08-03T15:48:06.076105,122,Slow Regard,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07862501661293209
2026-08-03T15:48:09.379765,123,Slow Regard,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.09304698323830962
2026-08-03T15:48:11.455916,124,Slow Regard,170,False,True,False,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,1,0,['_do_fade_with_slider_animation:1378'],0.0934000127017498
2026-08-03T15:48:15.575366,125,Slow Regard,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.08628499926999211
2026-08-03T15:48:18.872744,126,Slow Regard,170,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07476299651898444
2026-08-03T15:48:22.259126,127,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07293000817298889
2026-08-03T15:48:25.574772,128,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.08204998448491096
2026-08-03T15:48:28.877854,129,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.14558099792338908
2026-08-03T15:48:32.182370,130,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.15136197907850146
2026-08-03T15:48:35.573342,131,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07774902042001486
2026-08-03T15:48:38.885026,132,Blindsight,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.06988301174715161
2026-08-03T15:48:42.272724,133,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.10733399540185928
2026-08-03T15:48:45.574461,134,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07260599522851408
2026-08-03T15:48:48.874737,135,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.13780099106952548
2026-08-03T15:48:52.257840,136,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.09767498704604805
2026-08-03T15:48:55.575560,137,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07564999395981431
2026-08-03T15:48:58.872261,138,Rose Code,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.09189598495140672
2026-08-03T15:49:02.177378,139,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.078804005170241
2026-08-03T15:49:05.480682,140,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.047856010496616364
2026-08-03T15:49:08.783936,141,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07856599404476583
2026-08-03T15:49:12.173505,142,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.0472069950774312
2026-08-03T15:49:15.478758,143,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.08255499415099621
2026-08-03T15:49:18.963168,144,Slow Regard,250,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Running,True,Stopped,False,True,1,1,0,['_on_theme_changed:1237'],0.07166402065195143
2026-08-03T16:02:40.171958,1,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.09591100388206542
2026-08-03T16:02:41.778807,2,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.14880899107083678
2026-08-03T16:02:43.481611,3,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1044890086632222
2026-08-03T16:02:45.282999,4,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.14990498311817646
2026-08-03T16:02:46.979590,5,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.14713601558469236
2026-08-03T16:02:48.670745,6,Blindsight,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.15849099145270884
2026-08-03T16:02:50.379774,7,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13030300033278763
2026-08-03T16:02:51.985674,8,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07265701424330473
2026-08-03T16:02:53.663867,9,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.09491201490163803
2026-08-03T16:02:55.368444,10,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13628799933940172
2026-08-03T16:02:57.074712,11,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07040600758045912
2026-08-03T16:02:58.772853,12,Rose Code,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10021202615462244
2026-08-03T16:03:00.375615,13,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1260779972653836
2026-08-03T16:03:01.973336,14,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.21321699023246765
2026-08-03T16:03:03.657828,15,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.09494999540038407
2026-08-03T16:03:05.281596,16,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13914998271502554
2026-08-03T16:03:06.975935,17,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.17674599075689912
2026-08-03T16:03:08.576650,18,Slow Regard,0,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07329098298214376
2026-08-03T16:03:10.273566,19,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1386849908158183
2026-08-03T16:03:11.958425,20,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10196902439929545
2026-08-03T16:03:13.583455,21,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.14320100308395922
2026-08-03T16:03:15.264914,22,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.06976700387895107
2026-08-03T16:03:16.979354,23,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10676501551643014
2026-08-03T16:03:18.674100,24,Blindsight,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13983598910272121
2026-08-03T16:03:20.364678,25,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10015800944529474
2026-08-03T16:03:22.063155,26,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.16266899183392525
2026-08-03T16:03:23.772825,27,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10256801033392549
2026-08-03T16:03:25.464590,28,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1969809818547219
2026-08-03T16:03:27.172965,29,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.14736500452272594
2026-08-03T16:03:28.873241,30,Rose Code,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0895189878065139
2026-08-03T16:03:30.566100,31,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.19369201618246734
2026-08-03T16:03:32.177590,32,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10815999121405184
2026-08-03T16:03:33.873340,33,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.12313699699006975
2026-08-03T16:03:35.573943,34,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07062099757604301
2026-08-03T16:03:37.274182,35,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1622099953237921
2026-08-03T16:03:38.973031,36,Slow Regard,20,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10408798698335886
2026-08-03T16:03:40.674708,37,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.08294300641864538
2026-08-03T16:03:42.372926,38,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.11724000796675682
2026-08-03T16:03:44.067155,39,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.11872898903675377
2026-08-03T16:03:45.772409,40,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13238401152193546
2026-08-03T16:03:47.474530,41,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07313399692066014
2026-08-03T16:03:49.173849,42,Blindsight,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.18196599557995796
2026-08-03T16:03:50.873091,43,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.19674497889354825
2026-08-03T16:03:52.579575,44,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07162100519053638
2026-08-03T16:03:54.273776,45,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1268330088350922
2026-08-03T16:03:55.972361,46,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10676900274120271
2026-08-03T16:03:57.673212,47,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.12264499673619866
2026-08-03T16:03:59.374519,48,Rose Code,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.22811201051808894
2026-08-03T16:04:01.074399,49,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.156185997184366
2026-08-03T16:04:02.777896,50,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.12981501640751958
2026-08-03T16:04:04.473663,51,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.15608101966790855
2026-08-03T16:04:06.172897,52,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10036598541773856
2026-08-03T16:04:07.873348,53,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07166899740695953
2026-08-03T16:04:09.573682,54,Slow Regard,50,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1353090046904981
2026-08-03T16:04:11.273557,55,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.08955600787885487
2026-08-03T16:04:13.075674,56,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.08487701416015625
2026-08-03T16:04:14.773588,57,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1163800188805908
2026-08-03T16:04:16.474121,58,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10287101031281054
2026-08-03T16:04:18.173253,59,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1558199874125421
2026-08-03T16:04:19.873622,60,Blindsight,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13991602463647723
2026-08-03T16:04:23.370778,61,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,2,2,0,"['_on_theme_changed:1238', 'snap_theme_forward:466']",0.08860399248078465
2026-08-03T16:04:25.075514,62,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.11059700045734644
2026-08-03T16:04:26.873541,63,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0715500209480524
2026-08-03T16:04:30.359621,64,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,2,2,0,"['_on_theme_changed:1238', 'snap_theme_forward:466']",0.08292199345305562
2026-08-03T16:04:32.075069,65,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.16770398360677063
2026-08-03T16:04:33.875410,66,Rose Code,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0990779954008758
2026-08-03T16:04:35.662270,67,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10412902338430285
2026-08-03T16:04:37.372645,68,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.19026201334781945
2026-08-03T16:04:39.074239,69,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.09541198960505426
2026-08-03T16:04:40.873003,70,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10501599172130227
2026-08-03T16:04:42.573900,71,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.07906401879154146
2026-08-03T16:04:44.272986,72,Slow Regard,80,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.13006199151277542
2026-08-03T16:04:46.075626,73,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1070809958036989
2026-08-03T16:04:47.873139,74,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1361070026177913
2026-08-03T16:04:49.673304,75,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.12436698307283223
2026-08-03T16:04:51.373286,76,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10950100841000676
2026-08-03T16:04:53.074680,77,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10093397577293217
2026-08-03T16:04:54.867677,78,Blindsight,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.15344901476055384
2026-08-03T16:04:58.273294,79,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,2,2,0,"['_on_theme_changed:1238', 'snap_theme_forward:466']",0.11719900066964328
2026-08-03T16:05:01.674380,80,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,2,2,0,"['_on_theme_changed:1238', 'snap_theme_forward:466']",0.1024870143737644
2026-08-03T16:05:03.473478,81,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0997569877654314
2026-08-03T16:05:05.173346,82,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10383201879449189
2026-08-03T16:05:06.872796,83,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.10334700345993042
2026-08-03T16:05:08.673737,84,Rose Code,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.1062920200638473
2026-08-03T16:05:10.473582,85,Slow Regard,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0725110003259033
2026-08-03T16:05:12.172757,86,Slow Regard,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.12070900993421674
2026-08-03T16:05:15.571954,87,Slow Regard,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,2,2,0,"['_on_theme_changed:1238', 'snap_theme_forward:466']",0.13151997700333595
2026-08-03T16:05:17.275410,88,Slow Regard,110,True,True,True,"(32, 4, 37)","(32, 4, 37)",Stopped,False,Stopped,False,Stopped,False,False,0,0,0,[],0.0761070114094764
